,CAISO
443,6056.348113652347
444,6435.870721514751
445,6367.012189286551
446,5779.312623524939
447,3872.0914169252715
448,941.6003941902644
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,3.2343080378131983
459,3.2343080378131983
460,1.6171540189065992
461,0.0
462,0.0
463,892.6690184364428
464,3641.8308505776617
465,5187.83009265237
466,5989.938486030043
467,6190.465584374461
468,5689.147838513416
469,5330.139646316151
470,4528.031252938477
471,2967.477624693609
472,905.6062505876955
473,1.6171540189065992
474,1.6171540189065992
475,1.6171540189065992
476,1.6171540189065992
477,1.6171540189065992
478,4.8514620567197975
479,6.468616075626397
480,0.0
481,0.0
482,3.209732762925066
483,3.209732762925066
484,1.604866381462533
485,0.0
486,0.0
487,885.8862425673183
488,3614.1590910536247
489,5148.411351731806
490,5944.425076937222
491,6143.428508238576
492,5645.919929985191
493,5289.63959330051
494,4493.625868095092
495,2944.929809983748
496,898.7251736190185
497,1.604866381462533
498,1.604866381462533
499,1.604866381462533
500,1.604866381462533
501,1.604866381462533
502,4.814599144387599
503,6.419465525850132
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,651.1706551861346
512,2207.85469590718
513,3733.911077999839
514,4849.82316193845
515,5596.871705004751
516,5275.947108072525
517,5157.431385553986
518,4429.02576513105
519,2697.897233961367
520,605.894985909389
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,879.9161829998163
536,3469.888451574093
537,5282.708470929555
538,6414.717428985888
539,6666.810204042404
540,6820.956104713905
541,6867.521012208421
542,6154.59622160273
543,4131.431275289284
544,942.5379551476135
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,181.3256401582662
560,705.7584796579222
561,1633.0165437007922
562,2589.590729206376
563,2932.697928547766
564,3020.6462929359072
565,2631.936237985851
566,2340.9465879115082
567,1888.1753786540412
568,668.8418822604308
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,421.86414626515784
584,1364.2100314288869
585,2818.819522771736
586,4363.828474028548
587,4444.640112436485
588,4632.287476197285
589,4139.1995130302175
590,3044.8181725566424
591,2181.914237014274
592,843.7282925303157
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,163.99537880544952
608,769.4374376658197
609,1748.2526231146976
610,1679.1476521715208
611,1163.4389137896042
612,1522.3721957034184
613,1858.614293128428
614,2212.3904876584224
615,1258.3293216518769
616,387.81297126320135
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,219.46742246708277
632,1094.0614791642633
633,2310.9592022466704
634,3804.6479282912933
635,4617.004954736615
636,3788.2697624355405
637,4015.9262678305
638,3154.4347438179216
639,2238.8952724813594
640,773.0494283915156
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,11.891808016680814
655,868.1019852176995
656,3086.584836329598
657,5002.487239017063
658,5258.821767376627
659,5186.149607274689
660,4896.782278868789
661,4769.93632669086
662,3823.876933363809
663,1892.118786654103
664,484.92150468020657
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,16.589871069868956
679,1345.7313061970171
680,3469.2348031402435
681,4517.324304848435
682,5127.246035358323
683,4894.987840380158
684,4491.951560859224
685,3861.5364602042027
686,2522.6362773888973
687,1588.7241236321563
688,680.1847138646273
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,1112.5590738606668
704,4106.535010124996
705,6516.417432612476
706,7069.716900594968
707,7056.803268487657
708,6847.205085822835
709,6436.948927336714
710,5593.58941509769
711,4230.704549618375
712,1159.2468207101767
713,1.9867126318940476
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,16.37194020653601
727,1328.0532673419502
728,3423.6616137785595
729,4457.983012709128
730,5059.8925791258935
731,4830.685416234389
732,4432.943574746191
733,3810.809846897823
734,2489.49796669974
735,1567.8540386023897
736,671.2495484679763
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,756.8716788240932
752,2659.630802577566
753,4218.949229058171
754,5452.7314495929295
755,5678.979112725293
756,5867.790112173883
757,5965.450973957637
758,5464.125216801034
759,4412.643271595949
760,1435.6146682211831
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,832.7784065909841
776,3387.6909436174365
777,4473.5784010793395
778,5377.822892622112
779,6052.780361611229
780,6112.335432404386
781,5994.217875331291
782,5036.373820074677
783,3171.3075197356306
784,918.1406747278431
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,1204.0923462077983
800,4618.3702423398045
801,6195.924385767134
802,6635.3858971504615
803,7024.9451856294545
804,7145.676370075424
805,6807.62905362671
806,6181.436643633618
807,5226.8554119474875
808,1926.8697037576665
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.9906700298336378
823,1199.7014061285352
824,2975.9727696202476
825,4767.104183559465
826,5712.203392020755
827,5916.281418166484
828,5954.917549329996
829,5705.268701811919
830,4923.630048273179
831,3570.3747875204303
832,1468.1729842134512
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,23.297788028763684
847,1579.1848494279384
848,3947.455649917047
849,6112.124041980873
850,6679.374533115989
851,6510.212333081053
852,6238.742455180676
853,6209.366983318321
854,5194.393783108703
855,4151.05805834233
856,1444.4628577833487
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,1130.4337291433442
872,4159.354742408276
873,6338.446143693106
874,7236.379318615478
875,7143.37909692709
876,6673.56763219092
877,6750.5333328985525
878,6051.428218137561
879,4242.734251508211
880,1362.934283364316
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,957.3578113204976
896,3137.3329119223063
897,4168.747937901914
898,4770.631118858683
899,5477.5408951501895
900,5561.023573493187
901,5208.241932753425
902,4941.635959980628
903,3557.439293261259
904,1087.9678080829285
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,49.74097442916924
919,1833.8711888227924
920,5192.69593580301
921,7368.209080573518
922,8111.705750988468
923,7425.80389307045
924,6991.224853320866
925,6459.7818107355315
926,5911.322119003376
927,4309.139153179609
928,2098.2837371041655
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,49.10367137706368
943,1810.3748315596367
944,5126.164851389779
945,7273.804373197142
946,8007.7750400964105
947,7330.661255844268
948,6901.650232234133
949,6377.016269626558
950,5835.583682600514
951,4253.928583507726
952,2071.399610985081
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,16.91441076642922
967,1372.0572027591704
968,3537.101780862111
969,4605.694555164756
970,5227.5478921658305
971,4990.746141435821
972,4579.825456345512
973,3937.077847221201
974,2571.985401836443
975,1619.803572220398
976,693.4908414235981
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,1.3237640728324294
991,892.2169850890574
992,3057.895008242912
993,5162.6798840464735
994,6134.322713505478
995,6379.219066979476
996,6722.073961843076
997,7124.498239984135
998,6060.1919254268605
999,5898.6927085413045
1000,3432.520240854489
1001,15.885168873989151
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,1193.6763576034064
1016,4065.960093086603
1017,6339.783806890919
1018,6758.219269202982
1019,6868.504584851123
1020,6644.6902678004835
1021,6521.430209134915
1022,5361.812551952257
1023,4503.85766992481
1024,1749.9684644756464
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,49.81507714601253
1039,1836.6032389885147
1040,5200.431869427151
1041,7379.186033023803
1042,8123.7903440484115
1043,7436.866648666555
1044,7001.640185180339
1045,6469.405413567679
1046,5920.128641878752
1047,4315.558788544033
1048,2101.409701712055
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,22.14704256893805
1063,1501.1843202162788
1064,3752.479343093547
1065,5810.228472216182
1066,6349.460813025108
1067,6188.654025676732
1068,5930.592834003889
1069,5902.668302069141
1070,4937.827577978883
1071,3946.0252368481792
1072,1373.1166392741588
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,25.47589822240315
1087,1391.6209403987718
1088,3713.112165915258
1089,5684.309790873702
1090,6689.015527019726
1091,7110.9600913282775
1092,7298.8448407185015
1093,7145.989451384082
1094,6716.08366888103
1095,5475.725874177776
1096,2485.492320323207
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,67.57939664250212
1111,1773.154645238984
1112,4247.847788957276
1113,5758.730013893216
1114,6344.418118128234
1115,6354.072317648593
1116,5646.097686155714
1117,5348.4265342780245
1118,5247.0574393142715
1119,4371.74334946853
1120,2286.436253071322
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,129.1605581572349
1135,2235.471198875219
1136,5269.750772815183
1137,5848.986199012629
1138,6388.479915007849
1139,6860.412723659284
1140,7127.675724769254
1141,6832.593526517725
1142,5893.695622990133
1143,5596.626339228493
1144,3024.344146389408
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,9.682599502726264
1159,1516.940588760448
1160,4778.362854595411
1161,6589.008961605223
1162,7316.81769089348
1163,7292.611192136663
1164,7294.224958720451
1165,7723.486870007983
1166,7597.61307647254
1167,6200.091214912384
1168,2641.735897660482
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,132.03626093140142
1183,2312.244764603566
1184,5593.828908240103
1185,7131.568288599718
1186,7503.524096833298
1187,8374.64137931974
1188,8389.133164056113
1189,7852.9371288103
1190,7799.800584776931
1191,7070.38075304614
1192,3729.2192721600686
1193,4.830594912124441
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,1235.8968531470484
1208,3643.6440828408126
1209,5480.977380312862
1210,6130.448682088113
1211,6368.6215169456
1212,6780.920710060243
1213,6407.649838623928
1214,5656.104464766897
1215,5365.893867671639
1216,2740.989053254871
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,286.238956450758
1231,3245.357547621008
1232,6095.902741516832
1233,6865.7868312809405
1234,6892.43666515739
1235,7014.828494812197
1236,6694.043457410485
1237,5693.194140717145
1238,5010.168768772577
1239,3948.1235372518345
1240,2212.923242629653
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,163.6586977565009
1255,2379.469105616577
1256,5237.078328208029
1257,6183.73157993681
1258,7138.407316849732
1259,8000.022225626603
1260,7424.007789405195
1261,7375.872878300341
1262,6740.492051716277
1263,4787.819157896066
1264,2337.7521826590378
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,305.8901015168174
1279,2690.2642261607275
1280,5697.203140750723
1281,6989.392736260868
1282,7113.9056942500865
1283,6958.999809507595
1284,6982.529817316581
1285,6818.80017964572
1286,5704.066059695011
1287,4284.422255219525
1288,2201.0361471322276
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,255.55374362675533
1303,3161.367546641406
1304,5687.304163183852
1305,6458.898864018302
1306,6736.15987544347
1307,7149.584657604128
1308,7856.057555043344
1309,7874.804740869245
1310,6534.874301312744
1311,5909.310311122153
1312,3793.838394767855
1313,7.893551926695146
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,325.80691880072237
1327,3518.323363385579
1328,6691.271824859281
1329,7992.542701751055
1330,8321.28481801845
1331,8352.593590996297
1332,8321.28481801845
1333,8249.861679662736
1334,7932.860353262034
1335,7020.0139411266755
1336,3959.581382542112
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,155.15998936877062
1351,2608.627321262456
1352,5782.942103765223
1353,7811.335714784047
1354,8289.745682004423
1355,8208.933187541521
1356,8113.574444075298
1357,8309.140680675519
1358,8053.773198172751
1359,6747.843287652265
1360,3633.329751052046
1361,11.313749224806191
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,106.21473446394272
1375,2381.3081208212343
1376,5541.524294378047
1377,7244.893924855351
1378,7209.48901336737
1379,7231.7809946746165
1380,7377.334519680761
1381,8050.027837952398
1382,7617.301141988187
1383,6473.853630228212
1384,3524.7556325812093
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,448.3911759637048
1399,3854.193163063845
1400,6585.930173550416
1401,8338.104922700893
1402,8729.338542168125
1403,8454.390985917855
1404,8823.944152920907
1405,8772.699447096484
1406,8050.346189994516
1407,6750.504517255776
1408,4123.227868642068
1409,9.854751120081426
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,144.09304925919227
1423,1953.965085558717
1424,4422.548204185978
1425,6378.096729846444
1426,6515.856018698638
1427,5421.698908389827
1428,5371.028825133848
1429,5336.193142895361
1430,4462.134206729712
1431,3597.5759111745583
1432,1604.0248230721072
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,230.30897179740137
1447,2783.647832287206
1448,5384.843102501147
1449,6216.348221457998
1450,6504.48368833873
1451,6460.615312758273
1452,6640.076849223779
1453,6809.568300330092
1454,6476.567449332983
1455,5942.170874080139
1456,3816.5486754997946
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,608.5823648594788
1471,3286.344770241186
1472,5906.241967160845
1473,7041.597264226561
1474,7537.442240185842
1475,7559.3911123611015
1476,7347.883798672234
1477,7035.611208178762
1478,5954.13041554323
1479,4391.769787067911
1480,2456.2783316131754
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,338.5247020137055
1495,3024.3296335543496
1496,5857.662839902523
1497,7422.516326253816
1498,7548.969133231698
1499,6827.134360066287
1500,6774.44569049217
1501,5822.097987939994
1502,4657.678390351995
1503,3440.5701231898793
1504,1560.9018361332337
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,155.34015002497839
1519,1963.733972013878
1520,4462.8541214723355
1521,5898.040790571035
1522,6244.869427419258
1523,6637.6162218220325
1524,6824.219798267133
1525,6815.4269595864735
1526,6055.334904747271
1527,4673.882249808155
1528,2063.386143728015
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,122.40706045738442
1543,874.130419972145
1544,2056.4386156840583
1545,3649.17048469426
1546,4076.875154763003
1547,4518.980655473792
1548,4891.962169102763
1549,4310.168611164136
1550,4202.162381348797
1551,3322.2716291198335
1552,1993.074960859059
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,222.16184746827264
1567,1885.7309195818862
1568,4065.032851889704
1569,5690.252557476057
1570,6724.363061762896
1571,6723.04066981368
1572,6425.5024812401
1573,5724.6347481556695
1574,4502.744587080169
1575,3034.8895234505108
1576,1317.1023814190453
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,142.65032842886794
1592,854.3169669239979
1593,1887.7393462086857
1594,2683.411178111927
1595,3139.892229084304
1596,3445.7979333817657
1597,4146.3695463324275
1598,3648.6784004805995
1599,3182.6873276129645
1600,1962.2345177215386
1601,1310.7980178963753
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,334.3421719816222
1615,2986.9635286762823
1616,5785.290423355152
1617,7330.809879830511
1618,7455.700340959833
1619,6742.783958679953
1620,6690.746266542736
1621,5750.16498116253
1622,4600.131984930024
1623,3398.0612965603004
1624,1541.6166295650673
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,304.72375671262415
1639,2680.0063731392324
1640,5675.4799687726245
1641,6962.742505141979
1642,7086.780700983336
1643,6932.465465212198
1644,6955.905754190093
1645,6792.800410052246
1646,5682.31671972451
1647,4268.085951391562
1648,2192.6436981405163
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,334.15989591624896
1664,1825.7721849337079
1665,3399.713723669663
1666,5267.457682969663
1667,5767.890377336993
1668,6400.695590859552
1669,6534.682409028868
1670,5842.148131985048
1671,5120.556472687641
1672,4038.976133248574
1673,1951.6875080325842
1674,327.7026998598963
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
