,Site1,Site2,Site3,Site4,Site5,Site6,Site7
18,3092.2401973175756,2712.768526250472,2771.5866431303757,3782.8842162315436,3223.6634084463412,3642.2202030383523,3395.7769912382073
19,1516.4115980274682,776.6327174429525,2459.636262191316,3318.0405395549833,3344.406504620455,3644.258373285773,3570.3060982671223
20,1286.8951655766268,1661.6652145866856,2003.744973387364,2919.405887836954,2514.1689039417015,3241.7354789253927,2901.741368667723
21,2105.551011147767,3404.0,2218.0997809941528,1621.5752700106545,2729.4969261656997,2308.5372695247597,1951.1080492373053
22,1370.9185745886425,1194.2938649853977,2.8914017840479573,1593.9232896111334,604.4447946915525,3082.1458283216325,2909.1486850050646
23,430.90543630233105,602.1127353608244,0.0,279.86643659628453,0.0,381.5466205314915,634.6586841660346
24,690.6843526510861,2407.359709600586,1510.6878341899746,3609.9404382113707,3174.611594046982,3291.4576060333493,3485.662974969577
25,215.97338141076125,1639.6910192296164,2457.0016585575845,2807.5930770764926,3530.456157103857,3063.4042643762846,3180.533312201894
26,1996.030540078546,2894.2915118714973,815.5777658956649,3774.752678533541,2077.065755451106,4199.268842944245,3731.0558782022676
27,3609.5,3362.415386172987,3957.486538071714,4355.0,3294.352618894988,4251.67882776469,3695.3810732998772
28,3633.4287012302575,3234.537137057793,3845.673252119539,4067.1098120566994,1411.0040670717954,3791.9474415334066,3574.1899790481466
29,3360.8519046166593,3030.1773453825404,3434.839385567638,3898.7050353762816,3276.216114277549,3480.9902453982513,2521.3383008851174
30,3784.0,3124.9541060995093,2788.64098606397,2121.074710958069,342.83490217442977,1580.2271667660052,1375.0866468984777
31,2647.2927033861497,3247.1546145793604,3676.9114913383937,4335.474205002228,3573.2228866386863,4559.453903682286,4194.729045004309
32,3705.868796011672,3450.8582734327847,3544.595722987478,3554.7412323616227,3695.0808324265763,3578.9752747863404,3183.087107512316
33,3561.1694421793904,3511.3203895222196,3532.5286554958802,3896.543774427715,2975.4620766891403,4352.141938903913,4171.868077343429
34,3016.712826739986,3292.052388927565,3596.4964860042187,3944.9904406628816,3755.933516747168,4131.895141896674,4074.9691678819036
35,3244.674849916065,3879.488924183947,4061.4780213468125,4384.45274815532,3864.47341462368,3562.0031097956607,3157.151537200466
36,3455.6392142242894,3619.659406899646,3769.9774127235905,4400.036192295491,3782.750219051527,4591.1372249339765,4171.904473532608
37,1726.3542458222223,1708.4314254049286,2957.50099685052,4388.384087616616,3657.710517765322,4473.82046486608,4596.37430847539
38,1993.0013835971163,2621.1937184556664,3263.0821082409557,4150.095567011344,3869.338331980425,4507.906331093043,3606.322180067812
39,3262.0114631067368,3252.659608693819,3964.2253668599647,4781.034705021122,4848.0,4616.8662483562675,4659.755960530391
40,2190.074078619495,2330.2293252627533,1964.9341856493593,1649.6651670650613,2979.49748044405,3183.2970527716534,3652.948107536824
41,3841.09475137418,2819.3607910377177,2313.7581278153793,4444.318284649115,3569.173484344001,3925.3897852988894,3687.5966220177934
42,4277.512909782746,4127.8387816722525,4077.2165090875346,5005.5,4748.787300793662,5146.5,5127.5
43,4097.247926484251,3244.231868249817,4113.0881888501,4992.5,4544.130783412702,5171.5,5169.0
44,4379.0,4198.709564018673,4084.5702290722243,4419.310092101948,4760.388161136479,4470.092849751394,5073.0
45,4293.110409280159,4154.322822798239,3728.505584950978,5097.0,3142.7637386997176,5181.77658407279,4734.4589070719485
46,3252.554195483587,3408.7174125164283,4032.501367949234,3856.9680580594277,2816.4248212577213,4501.719976237604,4931.960467325333
47,3257.07185377347,4009.6757711263454,4276.512167113073,4978.35567524228,3663.022925715145,5268.842198045724,5150.3992614259205
48,1277.652094833501,0.0,3360.645108696012,4486.215801703856,3231.8210245999717,4933.460110850582,5234.5
49,3878.872307545697,4113.170334071241,4506.953372225188,4681.356819564451,1655.3165571396312,4751.377723363258,4399.962612854668
50,4013.670865221493,4133.093833278826,4185.509356882464,4705.604834025525,1770.9881040052414,4773.2651199829115,4403.098166123436
51,2133.626102110451,3565.370675337761,4396.564993964424,5091.661811325774,4232.418815043876,4813.152815798151,4849.163131782006
52,4673.489955278241,4619.212030662354,4859.815439232473,5290.858174323546,4639.1144197287285,5283.302722293642,4904.8722871422915
53,4468.259729765728,4713.784619366488,4612.228928704423,5276.485739769098,3325.70443628082,5178.327515501379,4670.783677573347
54,4558.149697780358,4865.244200620024,4918.766060887018,4843.819535534543,4414.21798830377,5126.795356554471,4609.701974985685
55,4805.410200640183,4620.227833485195,5208.5,5406.532463418687,5512.5,5615.330929138683,5477.73057446895
56,5139.5,4776.150047042138,5157.055216841458,5700.5,5338.471806757611,5789.0,5797.5
57,3244.683028658305,2936.8807521634694,4158.300939339149,5623.294117456846,5319.08366699365,5824.0,5642.267248937036
58,4752.128222472472,5179.5,4881.618030664103,5262.457042776318,4964.399925291192,4973.8068228127795,4446.360017136038
59,5333.5,5214.5,5431.5,5845.0,5314.050826614247,5780.655399778688,5561.313338970987
60,3927.0541643629585,4705.273897119447,5405.679510330691,5908.0,5736.850930574722,5976.5,5947.0
61,4833.088585614622,2737.3106947468277,3182.798968469606,6041.5,5514.174848962179,6144.0,6142.0
62,3140.9125783300824,1341.5913409859668,4751.913926145045,6053.959475531979,5425.813472589131,6229.0,5884.0405791337525
63,3458.9347994567843,2358.01178900565,3639.5565954972835,3582.1630766581147,3777.90641136841,4532.733457752895,3233.44363298125
64,3146.657179798883,2971.3001868141964,2252.8453888686236,3591.1804059517463,1960.8599310921973,2298.027640382246,1717.6144169031586
65,3171.3004497069205,4338.660396845022,4720.955221267629,5871.907385491182,6146.5,5995.2941340416855,5871.610880783804
66,5766.5,5459.279404092147,4765.657418149161,6173.5,6121.5,5717.656954137769,6078.879264027296
67,5498.187449857337,5672.5,5888.0,6312.5,6186.5,6248.0,6213.5
68,5564.176419103125,5275.214210293727,5945.5,6385.0,3266.0454507428954,6319.611742579473,6332.5
69,5948.0,5576.208380469167,5416.411645504747,5799.640071406035,3077.5890612273274,5875.779977154172,5969.680636663032
70,5734.282636022162,5230.560701565517,5529.723427007001,5692.065316618706,1804.386830380121,5818.886281474544,5763.394593561351
71,5385.601029997346,5043.865570378081,4180.478194460529,3570.992134123721,3538.0494112229953,3633.795571134418,1341.478329292735
72,1684.8441414162444,2200.17780967463,2110.925843358181,3525.9326917049584,2989.4142856325216,3516.4075248065856,2439.6128308786774
73,5863.325022434589,5080.541187295294,5230.28186768112,5440.990550118116,5205.501709768012,3804.3667387947107,4556.877543057901
74,4279.314868836355,5077.676305936362,5366.727164783868,5484.071422380812,5725.308437449579,5127.478646240119,4272.356535743735
75,5984.223054025073,5759.664316493415,5917.695574743626,6264.387967115535,5351.745115253898,5754.37457947809,4985.522380655862
76,5807.932589321672,5865.810072138332,6058.77279510406,6179.655722808789,3632.17350092383,6144.833373621258,5779.176358128677
77,4906.497371704345,5036.3134251351275,5907.782333652235,6360.242766060858,4692.209390174545,6688.424876104702,6077.207498202822
78,3334.2295146197584,4606.608150832225,4201.71485117398,4187.19594735305,4750.846141213661,5617.0148937133,5639.238043804699
79,5072.367607153067,3400.0976516617256,4572.790119853566,5609.701215261412,4771.660707143901,5973.919523210127,6295.98377423988
80,4355.6118170537375,4444.308358748905,3379.797715168305,3208.290172280489,3964.5314187432223,5354.640746320969,5442.290822325523
81,4352.70418128462,4262.566254077448,4670.3439882918965,6539.672500893135,5496.998171084157,6298.312073632488,5950.511686944714
82,5195.010273503237,3161.6521330746036,4149.832594017092,6303.363797448474,4828.304027736167,5933.238697562818,5185.501616543668
83,4503.087569980894,4066.240483749879,4567.72631715973,5592.631946047437,4703.185852903137,5516.778309342957,5209.225423675478
84,4013.7168736702542,4333.776394288476,5476.15795029242,5532.5593805285125,5348.789343425159,3054.129199115254,4213.99660860159
85,4896.250469257517,4805.63254291703,5420.258571081018,6564.8687066342645,5238.722442876675,6868.968942394883,6568.3786441550865
86,6933.996895222843,6086.24570843994,5609.32088755087,6527.118343538275,4456.646058213595,5067.695695584845,5477.0747205075995
87,3947.6824409290366,2156.889118518321,3755.168953020889,5979.050293239511,4921.047203279682,5923.593524448916,6245.525269488955
88,4390.762733045893,6037.545160896732,5629.27961896791,6062.811832277263,5771.830399763348,6273.671704404685,5419.864102041924
89,6577.089133004713,6217.071452424994,5534.229892685991,7001.952021234145,4285.444553907253,6896.654486679416,6613.516163757068
90,6727.539944550419,6402.682805945331,6354.255990862505,6992.498321827287,5892.024598497714,7042.328865605722,6925.992415346138
91,5606.284506791786,6265.125325991161,6325.051309803502,6558.777807166528,5466.941767804411,6575.657147417748,6353.5981210200425
92,6134.641468188711,6538.822477503482,6733.5068351297505,7283.4323301811155,6938.4178509133635,6852.291921398576,7127.246972188157
93,6131.681108345084,6162.023754319351,6468.73482232451,6955.12606684775,6813.51756374479,6426.42927987596,7436.142058591621
94,5316.0811772665775,6150.080459901498,7014.158296349765,7441.395323707118,7069.101513011489,7558.75061804385,7400.743749497528
95,5471.466739066333,6129.514087439226,6733.6202699914575,7159.652905601474,6511.462742717103,5664.323469444013,6772.418756817456
96,6817.917659276179,6663.801513965937,6927.566887920871,7370.503293541142,4851.359040470393,7236.397443813396,6962.984024537606
97,7309.990845601781,6779.866544128591,6649.5488791153675,5510.4354410888,5368.358933854321,5321.026216156664,4599.186638802364
98,7566.0,6965.116427449573,7228.578166380651,7016.682005797252,6624.883860563417,6469.646044532219,6907.74841464404
99,7023.557864023318,6688.3303965592995,7072.75413043861,7163.808455708891,5866.078950166358,6829.02194539389,5782.644165981021
100,7279.813877936668,6642.637094954939,6332.028581298801,7343.406369911412,6922.211974850711,7241.424963740014,7230.046216313464
101,5395.464204872479,4640.068893737531,6457.61648020025,7534.722860896489,6836.191854081014,7101.712538542802,7561.795361625717
102,5966.69894866945,5524.729833758771,5494.088474354478,5305.264450646999,5885.07449192375,6497.136522234705,7212.916298164439
103,5897.52512447197,6772.132339662891,6699.745682739826,6431.63108734507,7474.836218578777,6283.610478556507,5639.372466164756
104,6504.465887837758,5948.418576452646,5993.932835056167,5987.425287308663,6009.104430710436,5358.544576798189,5597.846770888045
105,6609.188795287735,5638.26918286169,4503.157660473359,3576.5389521298202,5916.59669417864,6519.256834160549,5856.200800422391
106,3085.2947531383033,4930.503001949627,5432.549017446535,7571.818181699232,6415.059013629811,7373.3011836477535,6830.308810997912
107,7167.183538480305,6137.095193121323,6657.304730703289,7761.138059940026,5196.088569972743,8066.348740228115,8045.5
108,4642.375975371051,6072.248163276967,4454.694831354008,7040.258262880758,5535.0562793480785,7249.853038711382,7312.228775499216
109,8105.0,7370.994139466865,7642.622269229324,7991.6891652955455,6923.365454358264,7939.639759940458,7618.32457458362
110,5261.167571924245,6962.06241796175,7746.0,8103.0,7879.0,8198.0,7998.0
111,7254.434427098053,7445.7850022240855,7685.76963131223,8126.243849968636,7624.553434616396,8194.0,8125.0
112,7031.903607524665,7873.706477220717,7244.1156320957625,6786.739970015312,7210.185763004319,6185.380638360905,6247.501247530373
113,8022.391116419438,7794.386813197361,6844.722035636091,6711.21438160682,6486.454091553824,4521.988518786432,6156.105215209449
114,7719.780829531798,7309.90390287473,7547.185104185626,7925.83710636848,7274.285652024739,8006.159517479295,7691.79345338654
115,7690.156965038418,7736.7664576733605,7484.909560092714,8164.5,7900.7470544215,8150.396441469348,7816.327190845285
116,4994.446810697596,6972.960569295776,5900.350164986656,7674.490261367348,6604.6593705842915,7380.236504137824,7543.796524772596
117,5282.772446948635,6387.851551503589,7267.753608220452,6614.822666524553,5181.697292177059,6236.413623877788,5480.318282818416
118,5460.630551099739,6229.3340388834,3851.384500656811,6824.5189444187345,2816.4732975243905,6792.385137500693,6189.967455784423
119,5481.8344915367,5598.2805209621465,6223.304033559469,7907.051044462136,7766.462850904086,7878.515164352041,7317.019831000187
120,7203.125555280653,6400.25232542531,7034.497122542633,7562.664403492226,7799.329886060454,7609.644641779136,6885.576321885199
121,7330.951810705228,6702.63320355948,7141.476802752887,7599.642412268447,7496.62633289161,8247.684922722636,8473.0
122,7032.280580542233,7640.49054890911,8050.960006793048,8565.653201408715,8199.423609509015,8195.949674577207,7810.943055455852
123,6139.313961088235,5817.1368810154845,6656.33368597821,8254.751718045407,7374.293789766621,8325.38855750313,7835.263098402747
124,7034.6947000001255,6637.517113683803,6897.0829410667175,7843.543221084404,6984.753658442304,8511.5,8362.0
125,4978.990112986961,5297.464844321045,4500.821796491429,7326.850139338506,4112.403595733736,7873.249117312701,7493.639861800456
126,5133.1489529488745,6646.748553979663,3793.1593810503155,5253.230395152211,4194.574153448219,4879.215584938312,5521.686558949741
127,6502.308162284108,7705.868863984293,4243.13627720289,7134.959733604104,8432.5,8091.675436102683,7980.687296436068
128,7724.597941550515,6459.594800749575,7760.48041498571,8720.0,8044.432083405189,8551.38123042462,8391.5
129,4868.188858979718,7478.505923744295,6650.073742719871,6393.652676513295,7045.825491069212,8307.202730617004,8005.653833705848
130,3505.2895179684274,5482.031010906534,7184.406841409647,7634.652658267759,5310.822685677595,6649.995065337804,6783.37313261579
131,5439.68667998352,6809.723768150106,6630.2837868852685,8072.692258794632,5955.505490375173,7111.911195615935,7254.087778941857
132,6388.014032976336,6680.68620018679,6617.904144420918,6726.152122215264,6459.812527430029,6776.261694135754,7623.698032351471
133,7514.428522763841,7866.704364381475,8045.305680791021,8503.8071049893,6455.148665681942,8169.186813275691,7581.032905202775
134,8227.96299290947,8080.257809529948,7880.966143591573,8632.670780651457,8212.90558472825,8705.79421117643,8471.637389454892
135,7978.892211149013,7754.107537284663,8079.290378109445,8418.833813976466,8414.0,8618.722609239428,8086.905975335105
136,9016.32939114731,6794.140147882984,5931.731616603614,8134.507334061465,6527.878769023468,8273.526832661852,8157.871433810046
137,6791.465175571511,6147.372439878481,7234.843420452254,7362.320611207378,6955.615471166511,8721.5,8214.427196167173
138,7798.82804465892,6844.24236101723,7719.576963238821,8705.158717355102,8347.232638155414,8557.537236667533,8092.325273797136
139,8345.854700758573,7954.040557450839,8403.114087827274,8687.756487970451,8461.070946581518,8620.902359854017,8082.862253984065
140,7296.408067646439,7426.552723210839,8395.495881873581,8902.485993222916,8510.510316481332,8811.060802937074,8652.0
141,8244.704792958231,8038.062424796219,6573.163046437873,7826.524385513291,8251.398586836021,7956.375344843364,7659.032441633866
142,8587.90708150908,8149.6065164595975,8727.043027670219,8933.814183692053,8498.59951626944,7994.138196463203,8130.004761166206
143,8567.130334885062,8323.1793470392,7475.07395180588,8990.5,8352.006182423704,8854.5,8626.0
144,4161.241939720649,4432.242117926147,5156.385215729046,7419.802810213575,6417.294234330486,8228.299574705641,8329.515374903109
145,7634.039038019924,7224.98061824367,7065.895129401717,7989.947209362706,7658.622089543229,7546.312578644041,7477.105257040345
146,8841.887056690937,7698.866983325504,8145.866353972276,8329.714015733263,5321.366484165073,7323.602512172716,6657.108537846238
147,9140.0,8829.698353683689,5317.104046035345,7063.586187995511,5524.736025378146,6438.143117891324,6594.776234922907
148,9098.5,8736.0,8594.689005231314,9054.5,7492.558927962736,8573.782471426894,8674.05491266635
149,8841.640885200452,8713.601964314132,8778.914341484624,8726.35912700588,7546.652937289602,8599.779405780904,8269.892591129817
150,3876.6472006720815,7351.044353745052,7399.339934795738,8553.266246584904,7057.18491489285,8369.453941597532,8140.410938103426
151,8499.52786981363,8513.892037173975,8688.393948078086,9166.034633534608,8466.687498295962,8989.179100029163,8625.9476854191
152,6349.128291405326,8600.143107942551,8061.706790471877,8909.443485728141,7994.476082206902,9153.5,8992.5
153,7889.6863550237285,8496.468768701388,8624.45189574071,8744.98829326447,8352.469729794619,8933.641889740466,8584.608392347453
154,8522.535866269258,8601.599726967406,8709.374848395371,9142.97672036731,8344.613522968022,9125.955590259386,8705.291747282594
155,9179.5,8451.660861994404,8566.017083356228,8448.641570180713,8647.018788074598,8982.198429878787,8697.671896128397
156,6578.640385492174,6069.084082505082,8090.695060144928,7792.54132075523,8446.80631805247,9228.953025257044,8411.022605955757
157,7019.742934330621,6653.148189946311,7508.27783513436,8724.248249998172,8835.5,8645.61097121784,8036.271731437686
158,9087.677379395906,8865.694258578265,7212.748791178194,8310.724193464583,8060.306689249313,8187.695845988856,8230.07240275846
159,8714.875741767635,9115.5,8493.318920648435,8573.833999421571,6474.406081437051,7846.951166880932,8287.733810374491
160,6345.871781477849,7639.1986806713,7515.7189836547,7453.011130655678,8097.111491505564,7673.440133745266,8422.59895819759
161,7946.7977875932875,7872.241939076668,8307.828122376668,9285.0,8884.0,8952.30150557846,8560.698963192961
162,8494.39680108645,7800.664060735148,8186.781288314301,8822.086923262215,7780.952020097188,8706.260578317328,7969.041553317412
163,7994.471936826383,7998.254528295272,8342.770937164949,9321.0,7773.11630124908,9138.5,8907.0
164,9148.371818486241,8766.193075347532,9077.0,9216.85052675686,8661.328587459,9282.5,8943.807591845638
165,8025.283840649638,7644.805390053362,6507.139815594957,8375.966895550697,6382.062056287517,8765.594521012787,8771.230077286238
166,7590.935187387393,8788.152837878477,7599.647644580454,8546.642965342584,8308.223981734734,7886.06103038227,6891.166207209465
167,6545.762045575908,8565.299444751288,7675.854935340423,8805.167201710246,7095.269595914651,9020.678345238062,8934.761644524528
168,8274.812654775873,7990.927122520121,8620.881692414503,9114.490313448121,8759.614263577116,9058.763799995984,8977.06492215107
169,7911.7901681981375,7622.723238468919,8378.392548718184,8660.497162749833,9002.0,8923.694781806951,8747.751433943535
170,5857.557154263821,8462.731259295275,7999.596346713723,8536.304351635736,8943.5,9155.5,9066.0
171,6455.7455535248555,7799.79328236577,8508.806870679533,9100.346692384172,8439.602967661669,9015.810153537239,8867.602941313113
172,8040.7543230463125,7537.431480201268,7506.962147964158,7571.247862160946,6968.030526467433,6214.276742346771,7043.359809012762
173,8511.302840783144,8474.883506988102,7502.5959805805305,7579.692360691424,6673.163284376,8072.741636841486,7968.218447392456
174,9068.712676508067,8518.705793560177,8818.050821701432,7727.581777670894,7896.953275789545,6049.722632270659,6039.093436244798
175,8841.56348328087,9019.5,8647.275552111436,9042.00615607717,8541.312377056876,8608.772157412808,7883.343754397243
176,9258.5,8658.297302602241,8678.112317661675,8343.207104756868,7163.825791948295,8243.077952747972,8134.710259565146
177,8525.765394688222,7365.789116131958,8369.55197782302,8287.096639631449,8066.982124429975,8547.087237827851,8051.259456423887
178,8990.35415035662,8686.33006897111,8985.543532270767,9049.8179450954,8735.612022952144,9076.07790284911,8727.044961117372
179,6992.631372578628,5262.408774053675,7502.711732826862,7502.091296408962,7163.33213793076,8605.004198908058,8740.32046548063
180,8625.79949824909,7680.46850062767,8456.850214753316,8537.988143942863,8508.469780018078,8065.020451192328,7688.175350879237
181,8129.411761269917,7806.288772296365,9035.5,9133.130042598152,8247.225260246218,7815.400316326317,7797.542075401584
182,8916.735841148757,6910.625306008384,7380.863734881516,9351.0,9045.5,9302.0,8845.0
183,6542.875478294788,6287.788360561608,7664.307316669985,9290.5,8244.36635691714,8682.072937530194,8690.986610297716
184,7904.287790871768,7676.393657904634,7035.435904515894,6885.515862686323,6766.076258300545,8276.652473406659,8163.952357789817
185,7024.349621430255,6655.153359130183,6313.426632690649,8446.822603602212,7012.678353351588,8074.923887872028,7220.230835978358
186,7136.395436122666,7117.481495325081,8592.285725988857,8935.94961867395,8549.242050831492,9186.5,8749.388431572957
187,7099.532864384033,8263.034563735724,8161.651106989048,8826.465889231644,7489.169391339925,8769.702503789242,8376.596379895784
188,6318.9053808299905,7911.467132288434,8612.427041289131,8783.604434611025,7736.953937468282,7836.734978954397,8018.100875599472
189,4295.38018519159,4549.481127189007,7666.8409732868,9059.0,8087.47949127241,8979.5,8612.5
190,5946.661107136042,7524.059414262408,6732.755380940299,7246.382155205955,6308.5477626110915,8222.364735821811,8454.394428892225
191,6377.951886265013,7408.250239857307,7060.572657177945,6477.566047987228,6043.01525554545,7554.158464356281,7033.368898181699
192,8637.328894860007,8526.092471273887,8438.50848971713,8773.833590686529,8387.600010659178,8304.472083686978,6407.46089633683
193,8605.20415297504,8583.945806345746,8170.973061383965,8581.597501195658,8238.917049554391,7817.825128582682,7023.450931259904
194,9139.0,8547.299816709277,8062.926223663568,8861.0,7715.0182409044755,8640.255321307586,8401.126866479519
195,8804.792558943567,8521.07733667249,7620.7191670241145,7552.426459477169,7244.607457078195,7678.73010161003,7587.827956710254
196,9075.5,8545.010940059257,8228.813849333248,8330.880346694941,7662.1246588365375,7940.0687940316175,8388.507145794047
197,8709.901951970416,8210.222615615136,7753.421587705697,8787.895953805639,8162.305537150613,8443.166834641748,8110.293205993728
198,6584.885103764856,7855.47061373013,7604.837329109408,8337.85438241689,7332.563578317505,8366.246152739459,8123.490219009753
199,8204.18597936351,8430.909480224953,8863.298476356746,8770.95297169175,8398.150500768352,8565.956294467704,7551.1231396879275
200,8491.040668258862,8349.800482307834,7942.987681886029,8523.438594116087,8147.055055594743,8032.66401169615,7693.946774528402
201,7886.002174929206,7802.792984399975,7329.812410410073,8329.292284306424,8611.0,8115.798954751933,7530.4876326703625
202,7880.660801246198,7223.27211053909,6847.610629852188,7700.868941386414,7235.65361267622,7503.9259313993525,6630.6783348091885
203,6940.061352583805,7260.908280094116,6900.597212080866,7628.574321844186,8440.518691049456,6737.950598868899,5384.2799288746
204,7669.102983948975,7162.751833097505,4206.477687048015,6829.797315415105,5305.001801137763,6142.317253677937,7456.045764437262
205,7974.871683509383,6846.994117513246,6816.358618499808,8343.931095321066,6796.43046478209,8341.855495733686,6588.273109998145
206,6024.751715398157,5903.0610614535635,5534.027308311515,8510.08632411113,7415.537976886679,8376.411942693134,7879.157461174008
207,4320.836400097776,5379.651349263115,6121.894803318541,7474.369707405056,7762.585488608535,7577.335367574963,7709.771473345915
208,8153.142119223511,8486.0,7496.69850493884,8178.345290113847,8146.368128542337,7782.961376993471,7400.586378642111
209,6633.234166250451,7241.516969874446,6357.878840469229,8388.80353008367,6474.2379102721125,8148.10556242505,7648.402045249197
210,3979.686063414836,3721.489817305749,6070.802912999481,7936.513841076278,8042.2200921098565,7731.478478818342,7485.196469461967
211,6937.929717210049,7499.570920528785,7392.854795140147,7723.129343558443,6976.958154058522,7497.525104760356,7691.350845461091
212,7975.071348420726,8207.071934556878,8316.950215144221,8434.763872097792,7802.096331632686,8404.083323683706,8054.0
213,7616.229021105859,8185.59503588917,7414.665454014084,7759.89241865887,5102.469267784699,7441.644170099668,7288.588405437212
214,8447.470562393522,8242.0,8243.88797963972,8327.33492296058,8369.5,7401.322128721283,7066.926460976216
215,7705.770683287775,7827.765340980659,8337.0,8768.5,8476.5,8403.5,8150.0
216,8295.821195172588,7428.276077359584,7892.244404134181,8430.687528786359,6318.85550378412,8563.298991495003,8294.907254124693
217,7918.794068778312,7654.674502492227,7713.421890084987,7793.424072271461,5717.022149986336,7783.490918608257,7691.172862136926
218,6927.980548256559,7178.284676330687,4712.872714281309,6409.441181319391,3373.351266330248,4965.621396417938,5924.446701519396
219,6454.935057030599,7282.8214618786715,7066.171103321588,7824.569463403884,3876.8342994865943,8097.338439683178,7628.463957682068
220,5871.988393308899,7059.352706321408,6345.268125335408,8196.61039424387,8042.8455497056475,8119.997959138936,7916.5565528253555
221,6467.422563370009,7041.789696871192,7169.041928741047,8448.5,8190.0,8407.0,8287.5
222,6790.500140375573,7097.365372278645,7529.1201444044855,8411.0,8117.0,8214.5,8146.0
223,6962.083073029891,7083.028128050025,6872.184499244594,8154.17950462768,7020.223108721122,7814.4622793373765,7784.44377349142
224,6678.977162293861,6426.871343389403,8313.0,8158.49610105281,8084.5,8203.0,7990.0
225,4542.572394859778,5059.767609441091,5929.42930888025,7885.882423234842,7237.410983893599,7945.655980808817,7941.5
226,3850.4818813398106,4140.890843841669,4913.904543156925,7755.969774951664,6601.093120923769,8006.401839862745,7936.0
227,4579.514790069139,4961.296664121188,5242.463581339673,8028.432381744724,5928.0303778645375,7498.475219828973,7755.375320343661
228,7693.349598921584,7597.168030524456,7286.010214042207,8141.0,7662.683899292427,8122.0,7807.0
229,6476.071955056497,7710.5,7945.838713119011,8137.5,7802.0,7644.096442639877,7722.5
230,6430.484535913059,7708.0,7966.5,7631.1359023783525,6762.514440076875,7438.0618341213185,7096.558677867996
231,5393.478603771597,6561.305919459363,5417.4399813775135,7683.624577560844,5234.05876917717,7579.10254588251,6788.868946739172
232,6963.853863664272,6670.487298737909,7373.629534119367,7511.340870311962,4029.257939664792,7350.529982426563,7046.165278262768
233,7733.5,7069.32427111056,6941.684815221134,6634.750297084609,6384.869523755276,5974.061779780084,5845.096848097728
234,6382.237833702711,7060.995944903839,6234.964823878804,7169.111348055779,5962.307072386876,7280.542642817212,6528.476332328432
235,7477.5643716058585,7030.385076103509,6864.085014958655,7446.2243579636315,6579.4740919477335,7616.240145771459,7524.839811826429
236,7183.531236105937,7119.784318296189,7213.931408558746,6632.299609283623,6741.954090089037,7022.429979395038,6789.2058605929315
237,6053.361675950649,6233.431677769123,7310.923360659708,6392.913014732386,5211.981004243122,7029.241478282925,6667.6901512863
238,3761.061801773408,4240.705983184693,6782.321143658507,6392.49512089846,5226.047704931318,6043.100716996541,6724.540166337489
239,7064.870963009112,7145.980942697023,7495.262353847412,7793.0,5830.522913058467,7699.0,7411.550631141012
240,7020.895291092377,6661.838843171952,7307.632761585335,7727.5,7562.5,7680.0,7256.900227743376
241,7398.0,6194.940090112325,7489.0,7679.5,7319.143938348152,7041.0177172375015,7482.0
242,6741.508296407356,6147.30172999782,6568.6919980989915,6143.783993617844,6853.457452819147,6063.621199374922,6486.9862725259945
243,5950.105588061523,5722.009170867863,6427.459675145617,7386.251838994844,7291.965921261222,7069.874075775377,7061.441072821532
244,6949.530186481018,7160.5,5441.664330960666,6713.766063977506,6889.695019663247,7051.724168929358,7272.847673117141
