set Zone5Generators :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 BOARDMAN_1 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 CRYSTAL_MOUNTAIN_1 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 GRIMES_WAY_3 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 GRAND_COULEE_PS SLACK PNWH COLUMBIA_2 ;

set WECCImports :=
P3I P8I P14I P65I P66I ;

set Coal :=
BOARDMAN_1 TRANSALTA_CENTRALIA_1 TRANSALTA_CENTRALIA_2 ;

set Nuclear :=
COLUMBIA_2 ;

set Oil :=
CRYSTAL_MOUNTAIN_1 GRIMES_WAY_3 UNIV_OF_WA_DG3 UNIV_OF_WA_DG4 UNIV_OF_WA_DG5 UNIV_OF_WA_DG6 UNIV_OF_WA_DG7 ;

set PSH :=
GRAND_COULEE_PS ;

set Slack :=
SLACK ;

set Hydro :=
PNWH ;

set Ramping :=
PNWH P3I P8I P14I P65I P66I ;

set Gas :=
RATHDRUM_1 RATHDRUM_2 RATHDRUMPWR_CTG1 RATHDRUMPWR_STG1 RUPERT_1002 ALDEN_BAILEY_LOKI BEAVER_1 BEAVER_2 BEAVER_3 BEAVER_4 BEAVER_5 BEAVER_6 BEAVER_7 BEAVER_8 COYOTE_SPRINGS_1_GEN_1 COYOTE_SPRINGS_1_GEN_2 COYOTE_SPRINGS_2_GEN_1 COYOTE_SPRINGS_2_GEN_2 HERMISTON_1 HERMISTON_2 HERMISTON_3 HERMISTON_4 HERMISTON_PWR_CTG1 HERMISTON_PWR_CTG2 HERMISTON_PWR_STG1 KLAMATH_COGEN_CT1 KLAMATH_COGEN_CT2 KLAMATH_COGEN_ST1 KLAMATH_EXPANSION_GT1 KLAMATH_EXPANSION_GT2 KLAMATH_EXPANSION_GT3 KLAMATH_EXPANSION_GT4 OSU_ENERGY_CENTER_CTG OSU_ENERGY_CENTER_STG PORT_WESTWARD_1_GEN_1 PORT_WESTWARD_1_GEN_2 BIOTECH_LS_BLS1 BOULDER_PARK_1 BOULDER_PARK_2 BOULDER_PARK_3 BOULDER_PARK_4 BOULDER_PARK_5 BOULDER_PARK_6 TRANSALTA_CENTRALIA_CC CHEHALIS_CA CHEHALIS_CT1 CHEHALIS_CT2 ENCOGEN_CTG1 ENCOGEN_CTG2 ENCOGEN_CTG3 ENCOGEN_STG FERNDALE_CT1A FERNDALE_CT1B FERNDALE_ST1 FREDERICKSON_1 FREDERICKSON_2 FREDERICKSON_PWR_FICT FREDERICKSON_PWR_FIST FREDONIA_1 FREDONIA_2 FREDONIA_3 FREDONIA_4 GOLDENDALE_G1 GOLDENDALE_G2 GRAYS_HARBOR_CT1 GRAYS_HARBOR_CT2 GRAYS_HARBOR_ST1 GRIMES_WAY_1 GRIMES_WAY_2 MARCH_POINT_GTG1 MARCH_POINT_GTG2 MARCH_POINT_GTG3 MARCH_POINT_STG1 MINT_FARM_1STG MINT_FARM_CTG1 NORTHEAST_1 RIVER_ROAD SUMAS_GEN1 SUMAS_GEN2 UNIV_OF_WA_TG2 WHITEHORN_2 WHITEHORN_3 ;

set zones :=
PNW ;

param SimHours := 8760;
param SimDays:= 365;

param HorizonHours := 48;

param HorizonDays := 2;

param:	typ	zone	netcap 	seg1	seg2	seg3	mincap	ramp	minu	mind	var_om	no_load	st_cost	:=
PNW	1272	16668.70201583509	3276.443188886554	0	509.8
PNW	1273	15454.058521482437	847.6666204997451	0	509.8
PNW	1274	15222.696001300239	1084.3140988883479	0	509.8
PNW	1275	15240.704006012013	1148.546991943986	0	509.8
PNW	1276	15510.63418701294	1167.742180006906	0	509.8
PNW	1277	16258.935807496338	1548.966392397441	0	509.8
PNW	1278	17891.3769369421	1721.2688650444488	0	509.8
PNW	1279	20538.03132891197	1515.0379898253755	0	509.8
PNW	1280	21780.18392800181	1565.031743620292	0	509.8
PNW	1281	21308.60745163536	1636.9932649099962	0	509.8
PNW	1282	20393.234368732934	1425.8063269703234	0	509.8
PNW	1283	19504.712913653893	1077.5400778149071	0	509.8
PNW	1284	18751.29808910021	860.516613293599	0	509.8
PNW	1285	18079.283179073707	1126.292282781461	0	509.8
PNW	1286	17537.408874352932	1215.2655018861567	0	509.8
PNW	1287	17173.705885527612	1127.105625174103	0	509.8
PNW	1288	17057.342568726595	990.0313732955724	0	509.8
PNW	1289	17342.856536131283	573.5865291423896	0	509.8
PNW	1290	18449.756587688902	453.3985668443908	0	509.8
PNW	1291	19691.13797305608	267.9230345369794	0	509.8
PNW	1292	19517.69366557252	210.89808075257432	0	509.8
PNW	1293	19015.73659565018	276.246460237458	0	509.8
PNW	1294	18185.608684000843	331.3406853388145	0	509.8
PNW	1295	17006.90364410462	384.2533357116021	0	509.8
PNW	1296	15986.015230840037	305.1390024406622	0	509.8
PNW	1297	15529.920105199673	944.5510761942488	0	509.8
PNW	1298	15273.802406670848	1154.6777937509844	0	509.8
PNW	1299	15258.693281853892	1228.8565200140088	0	509.8
PNW	1300	15420.383165789024	1454.19951644552	0	509.8
PNW	1301	15886.342020015449	1468.2594282959192	0	509.8
PNW	1302	16867.292446964824	1193.465707197189	0	509.8
PNW	1303	18300.16627728644	1532.4588436946094	0	509.8
PNW	1304	19424.72586702604	1141.3054611170255	0	509.8
PNW	1305	19943.35623971273	789.2362268877299	0	509.8
PNW	1306	19769.320341274506	895.6219725654956	0	509.8
PNW	1307	19058.24163205309	700.0267858756429	0	509.8
PNW	1308	18252.86955639016	638.6331324145187	0	509.8
PNW	1309	17582.368893628518	868.5541793419832	0	509.8
PNW	1310	17020.333658426767	1169.42070552653	0	509.8
PNW	1311	16608.040114929303	1906.6095507829432	0	509.8
PNW	1312	16501.52687472308	2255.1634043050826	0	509.8
PNW	1313	16825.737620828608	1980.3073897632776	0	509.8
PNW	1314	17879.858619559018	2286.696637219063	0	509.8
PNW	1315	19013.45036390464	3124.0016642325922	0	509.8
PNW	1316	18855.685253376898	4280.2283347108205	0	509.8
PNW	1317	18434.60509041516	4209.008372185274	0	509.8
PNW	1318	17722.475469068373	4512.8960926549025	0	509.8
PNW	1319	16687.59337304814	3875.356053524316	0	509.8
PNW	1320	15715.721930343127	3012.0752708663267	0	509.8
PNW	1321	14628.333920275889	4187.127880848646	0	509.8
PNW	1322	14384.837731791376	3938.159149504355	0	509.8
PNW	1323	14373.995388999108	3929.9533198467875	0	509.8
PNW	1324	14509.574606865732	3630.7973453460413	0	509.8
PNW	1325	14897.78556601664	3443.5490602883783	0	509.8
PNW	1326	15700.848619952443	3203.427000308717	0	509.8
PNW	1327	16910.46301046476	3171.0689653457453	0	509.8
PNW	1328	17898.127906390873	2610.114573962271	0	509.8
PNW	1329	18375.942284977133	2425.0738215310016	0	509.8
PNW	1330	18277.96870500715	2399.1529649831705	0	509.8
PNW	1331	17833.073748854607	2454.683317080155	0	509.8
PNW	1332	17212.240721195012	2171.8075116658474	0	509.8
PNW	1333	16689.037604420315	1866.6068818390665	0	509.8
PNW	1334	16174.656000700264	1283.4017913107714	0	509.8
PNW	1335	15738.414109746855	933.6724899785364	0	509.8
PNW	1336	15717.038426631767	743.8178469460634	0	509.8
PNW	1337	16091.551511261909	535.0914004114006	0	509.8
PNW	1338	17211.297433318647	350.31811339680945	0	509.8
PNW	1339	18436.023909520958	149.49707110971255	0	509.8
PNW	1340	18457.013058869903	106.38922562317249	0	509.8
PNW	1341	18088.76405094897	93.4981329169727	0	509.8
PNW	1342	17327.71804729813	80.99498918999535	0	509.8
PNW	1343	16313.243286952493	35.66732062130094	0	509.8
PNW	1344	15374.364290182886	8.252362396100331	0	509.8
PNW	1345	15846.213385330437	1268.1942796527635	0	509.8
PNW	1346	15695.622692120382	1236.8765081233196	0	509.8
PNW	1347	15754.970151289064	1294.0648919470414	0	509.8
PNW	1348	16035.423957826364	1567.3422292649482	0	509.8
PNW	1349	16762.98054294984	1616.8665737566832	0	509.8
PNW	1350	18154.130282384896	1412.7585438120675	0	509.8
PNW	1351	20116.55231847064	1458.8475360828393	0	509.8
PNW	1352	21278.37697666416	1478.8448274136356	0	509.8
PNW	1353	21414.87850616479	1327.0693155316644	0	509.8
PNW	1354	21013.46927670451	1102.2073111704838	0	509.8
PNW	1355	20390.499809052748	982.9482778694608	0	509.8
PNW	1356	19574.27632284103	784.6256679790829	0	509.8
PNW	1357	18837.88472014154	626.1175945985036	0	509.8
PNW	1358	18282.787619481733	545.2654008992471	0	509.8
PNW	1359	17866.255813441527	877.869555149844	0	509.8
PNW	1360	17735.972599271852	1185.0522158687766	0	509.8
PNW	1361	18061.053177279256	1189.634938919439	0	509.8
PNW	1362	19273.68417632669	1179.476388519719	0	509.8
PNW	1363	20689.321627770878	1371.7572457142696	0	509.8
PNW	1364	20645.977318810357	1642.0968144240167	0	509.8
PNW	1365	20079.91572151118	1754.0184338846313	0	509.8
PNW	1366	18949.11081638453	1809.1082213959992	0	509.8
PNW	1367	17538.959389661035	2052.191657370687	0	509.8
PNW	1368	16430.881790218224	2163.427869273696	0	509.8
PNW	1369	15553.245107377414	1386.6193735200086	0	509.8
PNW	1370	15325.475594232796	872.3733539832917	0	509.8
PNW	1371	15344.619137967156	582.779868872312	0	509.8
PNW	1372	15597.640790384454	514.7114912107481	0	509.8
PNW	1373	16349.153649121177	570.0230668172228	0	509.8
PNW	1374	17974.189538875467	551.9794835216546	0	509.8
PNW	1375	20559.21155576185	737.9152799467721	0	509.8
PNW	1376	21665.93973961904	870.0429841961234	0	509.8
PNW	1377	21263.3283253305	1037.1890801269572	0	509.8
PNW	1378	20391.938283010848	1077.6455621610723	0	509.8
PNW	1379	19617.561830814742	1161.6626894081708	0	509.8
PNW	1380	18842.96921639712	1524.2329112717748	0	509.8
PNW	1381	18252.711000366748	2458.2983399230748	0	509.8
PNW	1382	17797.791707361273	3001.6219636049245	0	509.8
PNW	1383	17388.2647547154	3446.9378972535064	0	509.8
PNW	1384	17300.943322110143	3813.6105893604185	0	509.8
PNW	1385	17553.737102303454	3759.9798136771615	0	509.8
PNW	1386	18645.109693660976	3571.456179893377	0	509.8
PNW	1387	20105.265988989016	3250.7711565682685	0	509.8
PNW	1388	20102.828417316883	2876.2347995911896	0	509.8
PNW	1389	19571.316545048798	2448.7418397628885	0	509.8
PNW	1390	18508.816490897483	2682.838905949196	0	509.8
PNW	1391	17137.920764487953	2501.269770662197	0	509.8
PNW	1392	15992.063673585017	2323.1577283887423	0	509.8
PNW	1393	15133.797503520684	1508.8411705744131	0	509.8
PNW	1394	14908.80508397863	1122.4700481032808	0	509.8
PNW	1395	14937.151859026966	908.7563355124596	0	509.8
PNW	1396	15193.308146235193	679.8130495513618	0	509.8
PNW	1397	15886.862963002432	766.1720384555797	0	509.8
PNW	1398	17477.605100333458	986.3954034649257	0	509.8
PNW	1399	19960.724864879045	781.590851951368	0	509.8
PNW	1400	21011.686625881204	607.0335183347019	0	509.8
PNW	1401	20489.905772623675	714.1780064539482	0	509.8
PNW	1402	19672.14635828275	722.307511381044	0	509.8
PNW	1403	18883.674685670685	591.4557486774581	0	509.8
PNW	1404	18128.789307744082	537.0584381140129	0	509.8
PNW	1405	17540.6955536784	973.0714156155801	0	509.8
PNW	1406	17153.31149040564	2587.3180090108153	0	509.8
PNW	1407	16819.940577594884	3537.3350120163914	0	509.8
PNW	1408	16683.165549097073	4489.849894589125	0	509.8
PNW	1409	16914.834304774817	5378.645792192897	0	509.8
PNW	1410	17825.715641876228	5321.523500051747	0	509.8
PNW	1411	19305.765806324067	4909.87444980184	0	509.8
PNW	1412	19336.33429216588	4825.604614364527	0	509.8
PNW	1413	18859.37664428736	4137.306299538062	0	509.8
PNW	1414	17829.10198352904	3657.5972209259116	0	509.8
PNW	1415	16581.35693352491	3518.351027514464	0	509.8
PNW	1416	15350.329658647173	3400.268792779161	0	509.8
PNW	1417	15322.657627233459	0.16337661356514122	0	509.8
PNW	1418	15090.34242178877	0.2051932467990758	0	509.8
PNW	1419	15077.307489854551	0.1050278230061622	0	509.8
PNW	1420	15263.32923783645	0.0466790324471832	0	509.8
PNW	1421	15905.092531128808	0.03695423402068663	0	509.8
PNW	1422	17538.175650131103	0.057376310716329273	0	509.8
PNW	1423	20058.520044698518	0.014587197639744753	0	509.8
PNW	1424	21290.66840317916	0.02431199606624121	0	509.8
PNW	1425	21059.03579659781	0.05056895181778177	0	509.8
PNW	1426	20549.898272854298	0.035009274335387405	0	509.8
PNW	1427	19986.30525812709	0.03014687512213911	0	509.8
PNW	1428	19303.190417786176	0.02431199606624121	0	509.8
PNW	1429	18723.06065737601	0.025284475908890824	0	509.8
PNW	1430	18234.38882575453	0.03598175417803701	0	509.8
PNW	1431	17805.561814577784	0.10211038347821326	0	509.8
PNW	1432	17645.81183039496	0.13964810577546122	0	509.8
PNW	1433	17862.46350166871	0.07196350835607403	0	509.8
PNW	1434	18866.983067424168	0.13381322671956333	0	509.8
PNW	1435	20174.62853687577	0.11961502064590696	0	509.8
PNW	1436	20228.701387119618	0.08460574631051955	0	509.8
PNW	1437	19552.97335797541	0.1867161297887328	0	509.8
PNW	1438	18537.79913939285	0.6048824621280819	0	509.8
PNW	1439	17240.593133664723	0.7663141160079234	0	509.8
PNW	1440	16171.212458872316	1.0911223834529076	0	509.8
PNW	1441	15737.361626112815	0.16337661356514122	0	509.8
PNW	1442	15402.913382599285	0.2051932467990758	0	509.8
PNW	1443	15286.477802686948	0.1050278230061622	0	509.8
PNW	1444	15364.424350062432	0.0466790324471832	0	509.8
PNW	1445	15809.769075801549	0.03695423402068663	0	509.8
PNW	1446	16784.054483310723	0.057376310716329273	0	509.8
PNW	1447	18153.856090263238	0.014587197639744753	0	509.8
PNW	1448	19424.29165400321	0.02431199606624121	0	509.8
PNW	1449	20133.005402730058	0.05056895181778177	0	509.8
PNW	1450	20212.72210047042	0.035009274335387405	0	509.8
PNW	1451	19802.775150583235	0.03014687512213911	0	509.8
PNW	1452	19171.080393745866	0.02431199606624121	0	509.8
PNW	1453	18456.17058539736	0.025284475908890824	0	509.8
PNW	1454	17803.875054482694	0.03598175417803701	0	509.8
PNW	1455	17330.58356171901	0.10211038347821326	0	509.8
PNW	1456	17122.967717506042	0.13964810577546122	0	509.8
PNW	1457	17312.689995329896	0.07196350835607403	0	509.8
PNW	1458	18322.399224221397	0.13381322671956333	0	509.8
PNW	1459	19744.57988112149	0.11961502064590696	0	509.8
PNW	1460	19667.861851194444	0.08460574631051955	0	509.8
PNW	1461	19169.99175266148	0.1867161297887328	0	509.8
PNW	1462	18291.458327847107	0.6048824621280819	0	509.8
PNW	1463	17212.55463001569	0.7663141160079234	0	509.8
PNW	1464	16251.492530509819	1.0911223834529076	0	509.8
PNW	1465	15377.401373520344	840.1015313767218	0	509.8
PNW	1466	15102.726022782299	905.5384715219257	0	509.8
PNW	1467	15022.810901557432	956.3012210991398	0	509.8
PNW	1468	15139.152799313779	1069.0741605449334	0	509.8
PNW	1469	15541.158477799769	1292.5118474169526	0	509.8
PNW	1470	16453.075123379116	1354.3698358153672	0	509.8
PNW	1471	17726.319109313798	1397.1488950123892	0	509.8
PNW	1472	18766.698535503285	1432.5476598853754	0	509.8
PNW	1473	19272.07874437605	1340.9434952990532	0	509.8
PNW	1474	19293.14942362459	1736.398742769252	0	509.8
PNW	1475	18808.65645269453	2050.768088008878	0	509.8
PNW	1476	18103.74430748511	2476.9318447386804	0	509.8
PNW	1477	17519.002267545784	3068.4806756749804	0	509.8
PNW	1478	16999.873741108404	3738.2931338190883	0	509.8
PNW	1479	16574.500042219952	4294.174659512927	0	509.8
PNW	1480	16468.24865856899	4601.290038824803	0	509.8
PNW	1481	16765.037817494096	4557.244769378741	0	509.8
PNW	1482	17769.23330888609	3862.2530784831392	0	509.8
PNW	1483	19409.26062615006	3779.8901740262127	0	509.8
PNW	1484	19505.52713349219	3832.455073132255	0	509.8
PNW	1485	19006.341072056715	3622.2747839056397	0	509.8
PNW	1486	18053.417469505832	3910.416483466935	0	509.8
PNW	1487	16697.286536907304	3644.7281292114894	0	509.8
PNW	1488	15563.551617002402	3251.188381621863	0	509.8
PNW	1489	14763.831592639297	3318.3584101558813	0	509.8
PNW	1490	14486.492315504673	4074.055519606165	0	509.8
PNW	1491	14464.356333884816	4770.904620652617	0	509.8
PNW	1492	14664.031925760606	4178.010295053625	0	509.8
PNW	1493	15367.244545730377	3543.386518229747	0	509.8
PNW	1494	17022.265389778928	2928.915081297573	0	509.8
PNW	1495	19733.83498533834	2608.1506644508136	0	509.8
PNW	1496	21004.935028515592	2573.970032074022	0	509.8
PNW	1497	20718.16975615443	2396.145969634313	0	509.8
PNW	1498	20227.909651824408	2881.6715576731904	0	509.8
PNW	1499	19776.509418060883	2782.830217946269	0	509.8
PNW	1500	19237.102636036987	3579.7062692364266	0	509.8
PNW	1501	18718.69918762465	4583.680403956916	0	509.8
PNW	1502	18353.102580954856	4360.47187485306	0	509.8
PNW	1503	18182.3849461661	4880.476901386491	0	509.8
PNW	1504	18167.61880146424	4983.862574945473	0	509.8
PNW	1505	18521.88597272845	5319.1868558301	0	509.8
PNW	1506	19629.0748575454	4889.725773994862	0	509.8
PNW	1507	20713.549509452056	3816.7148837307127	0	509.8
PNW	1508	20592.861006212344	2910.591989582723	0	509.8
PNW	1509	19917.49386424493	2301.150971323765	0	509.8
PNW	1510	18582.539253323233	2014.1023052019527	0	509.8
PNW	1511	16913.65578124972	1922.0387893957745	0	509.8
PNW	1512	15696.397202662349	1694.564510122146	0	509.8
PNW	1513	14974.459336141697	698.9763749502582	0	509.8
PNW	1514	14681.120949823064	724.9526053837387	0	509.8
PNW	1515	14563.90881055914	1095.1850729048338	0	509.8
PNW	1516	14645.411041450427	1561.9108561772555	0	509.8
PNW	1517	15265.46668367776	2149.8253616135216	0	509.8
PNW	1518	16857.75007673755	2899.7992025983776	0	509.8
PNW	1519	19380.6806890995	3537.0563192060667	0	509.8
PNW	1520	20572.17321453304	4226.822900423741	0	509.8
PNW	1521	20236.81259854781	4726.209970533056	0	509.8
PNW	1522	19556.592820143534	5152.7767062734965	0	509.8
PNW	1523	19026.39648841759	5142.058150724724	0	509.8
PNW	1524	18384.552729774532	4714.483959965599	0	509.8
PNW	1525	17924.835926657674	4745.830711111434	0	509.8
PNW	1526	17600.337321330204	4740.774783507268	0	509.8
PNW	1527	17281.3941092899	4524.830497835952	0	509.8
PNW	1528	17234.487272838465	4250.420959745321	0	509.8
PNW	1529	17557.744242745117	3839.6212187233773	0	509.8
PNW	1530	18587.807114918403	3056.9261834261297	0	509.8
PNW	1531	19894.364474077163	2907.9785616934028	0	509.8
PNW	1532	19841.113600442204	2266.4599910013026	0	509.8
PNW	1533	19198.94074904226	1819.7594197725657	0	509.8
PNW	1534	18015.317908863937	1485.4877070776386	0	509.8
PNW	1535	16570.75488515209	858.309251752549	0	509.8
PNW	1536	15387.465383623667	248.12245533741088	0	509.8
PNW	1537	14891.767019602345	4030.4431432957294	0	509.8
PNW	1538	14615.008124673788	3780.866665452079	0	509.8
PNW	1539	14554.001949121306	3594.6946925861653	0	509.8
PNW	1540	14723.376063480515	3187.110730413632	0	509.8
PNW	1541	15339.389897270965	3055.4162388724267	0	509.8
PNW	1542	16847.145776821093	2835.0588091167633	0	509.8
PNW	1543	19222.400178047938	2826.0096098742133	0	509.8
PNW	1544	20439.44068547313	1943.2566248569397	0	509.8
PNW	1545	20142.22967569337	1716.6020030779514	0	509.8
PNW	1546	19695.47763971889	1880.0175539431839	0	509.8
PNW	1547	19158.426576612794	1796.4168485222867	0	509.8
PNW	1548	18570.07211484943	1556.2655138751684	0	509.8
PNW	1549	18257.941248947256	2249.030583374373	0	509.8
PNW	1550	17867.600727385958	2888.560703076841	0	509.8
PNW	1551	17516.60492314235	3662.159463859472	0	509.8
PNW	1552	17446.10160779114	4314.231374555613	0	509.8
PNW	1553	17723.54465888107	4450.194824930803	0	509.8
PNW	1554	18703.206893539227	4369.943883949145	0	509.8
PNW	1555	20153.671858986927	3606.871801698475	0	509.8
PNW	1556	20210.570847193798	3077.1444391520677	0	509.8
PNW	1557	19662.89449058255	2829.855621434129	0	509.8
PNW	1558	18496.315329720048	3444.0502632075927	0	509.8
PNW	1559	17067.490834958997	3569.404318018845	0	509.8
PNW	1560	15846.78432381679	3666.140813039969	0	509.8
PNW	1561	15096.10732035742	444.7081634205249	0	509.8
PNW	1562	14841.705343498566	296.16860516498815	0	509.8
PNW	1563	14830.114577285964	277.30081909035925	0	509.8
PNW	1564	15044.290913648125	229.7604043723246	0	509.8
PNW	1565	15770.2305911063	164.37231165554437	0	509.8
PNW	1566	17484.190884130858	160.47735267052568	0	509.8
PNW	1567	20264.75532528604	82.4517209938398	0	509.8
PNW	1568	21364.049615197426	61.71233105060397	0	509.8
PNW	1569	20796.514950256056	41.984618665574786	0	509.8
PNW	1570	19915.48236508509	37.9379084327484	0	509.8
PNW	1571	19185.74347381713	93.20079553219068	0	509.8
PNW	1572	18446.450595973125	161.11808166208158	0	509.8
PNW	1573	17897.087454801574	143.70879733621302	0	509.8
PNW	1574	17486.58062476269	174.89375787497013	0	509.8
PNW	1575	17141.77865031399	139.3332920899316	0	509.8
PNW	1576	17017.75293269611	117.70868428326504	0	509.8
PNW	1577	17194.843213799104	92.05422679672036	0	509.8
PNW	1578	18066.780455312757	93.40313036846432	0	509.8
PNW	1579	19655.14417975984	171.27701079734328	0	509.8
PNW	1580	19850.182247919183	154.10378386086114	0	509.8
PNW	1581	19305.601307390727	153.2185659974309	0	509.8
PNW	1582	18201.022725140534	109.51409567586693	0	509.8
PNW	1583	16904.778537726786	68.66761426327461	0	509.8
PNW	1584	15735.672462306406	32.24722216783614	0	509.8
PNW	1585	14975.633064519141	0.16337661356514122	0	509.8
PNW	1586	14686.796625923718	0.2051932467990758	0	509.8
PNW	1587	14672.9095209701	0.1050278230061622	0	509.8
PNW	1588	14915.048714263467	0.0466790324471832	0	509.8
PNW	1589	15597.674861330466	0.03695423402068663	0	509.8
PNW	1590	17143.38126336971	0.057376310716329273	0	509.8
PNW	1591	19634.35063089381	0.014587197639744753	0	509.8
PNW	1592	20827.63611862877	0.02431199606624121	0	509.8
PNW	1593	20468.252090246773	0.05056895181778177	0	509.8
PNW	1594	19768.236430750338	0.035009274335387405	0	509.8
PNW	1595	19137.45571116591	0.03014687512213911	0	509.8
PNW	1596	18542.196367744767	0.02431199606624121	0	509.8
PNW	1597	18032.75814601596	0.025284475908890824	0	509.8
PNW	1598	17568.18312274993	0.03598175417803701	0	509.8
PNW	1599	17176.89475836268	0.10211038347821326	0	509.8
PNW	1600	17119.481552030164	0.13964810577546122	0	509.8
PNW	1601	17315.7704707395	0.07196350835607403	0	509.8
PNW	1602	18151.829085112524	0.13381322671956333	0	509.8
PNW	1603	19263.25339775428	0.11961502064590696	0	509.8
PNW	1604	19095.64664963476	0.08460574631051955	0	509.8
PNW	1605	18409.234314976056	0.1867161297887328	0	509.8
PNW	1606	17419.00717641461	0.6048824621280819	0	509.8
PNW	1607	16356.713272800618	0.7663141160079234	0	509.8
PNW	1608	15369.58271104578	1.0911223834529076	0	509.8
PNW	1609	15034.646092053943	0.16337661356514122	0	509.8
PNW	1610	14778.448232862642	0.2051932467990758	0	509.8
PNW	1611	14732.934396695513	0.1050278230061622	0	509.8
PNW	1612	14886.054085823496	0.0466790324471832	0	509.8
PNW	1613	15370.120162326111	0.03695423402068663	0	509.8
PNW	1614	16422.804074707306	0.057376310716329273	0	509.8
PNW	1615	17713.406808324147	0.014587197639744753	0	509.8
PNW	1616	18661.78868879528	0.02431199606624121	0	509.8
PNW	1617	19222.87908921495	0.05056895181778177	0	509.8
PNW	1618	19187.39992333451	0.035009274335387405	0	509.8
PNW	1619	18690.91686019706	0.03014687512213911	0	509.8
PNW	1620	18061.602897514054	0.02431199606624121	0	509.8
PNW	1621	17604.327387553545	0.025284475908890824	0	509.8
PNW	1622	17134.926746135796	0.03598175417803701	0	509.8
PNW	1623	16708.90513792799	0.10211038347821326	0	509.8
PNW	1624	16580.544386432633	0.13964810577546122	0	509.8
PNW	1625	16791.622313660242	0.07196350835607403	0	509.8
PNW	1626	17460.703637816176	0.13381322671956333	0	509.8
PNW	1627	18645.842333033797	0.11961502064590696	0	509.8
PNW	1628	18680.30066850995	0.08460574631051955	0	509.8
PNW	1629	18123.978864258108	0.1867161297887328	0	509.8
PNW	1630	17302.922387082042	0.6048824621280819	0	509.8
PNW	1631	16283.807988752264	0.7663141160079234	0	509.8
PNW	1632	15358.761843536498	1.0911223834529076	0	509.8
PNW	1633	14331.354089540017	146.31089320514764	0	509.8
PNW	1634	14009.171568089405	143.8242022281109	0	509.8
PNW	1635	13912.265898921487	103.43492262545128	0	509.8
PNW	1636	14047.857653050127	98.5394668213646	0	509.8
PNW	1637	14479.479463023803	93.92001217074522	0	509.8
PNW	1638	15342.526367116241	91.095463332051	0	509.8
PNW	1639	16352.47066697328	106.26024921810458	0	509.8
PNW	1640	17119.15838130354	70.2632729993446	0	509.8
PNW	1641	17604.815378211293	71.2185295988544	0	509.8
PNW	1642	17578.325111254155	133.19285465971285	0	509.8
PNW	1643	17252.349748668654	163.68681860731309	0	509.8
PNW	1644	16900.291345666832	284.35886153682293	0	509.8
PNW	1645	16535.086830971228	461.546458436639	0	509.8
PNW	1646	16182.811911305604	551.4300855942047	0	509.8
PNW	1647	15914.892965688508	672.1155242221366	0	509.8
PNW	1648	15927.548451332805	871.8694792221285	0	509.8
PNW	1649	16221.742925265537	896.7036907770337	0	509.8
PNW	1650	16979.82919702623	817.4953637086899	0	509.8
PNW	1651	18276.65190094854	797.3025822082559	0	509.8
PNW	1652	18465.749949632518	664.1264492586643	0	509.8
